Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Date,desempleado
AL46984,Cali,M,High School or Below,87304220%,43259,73,12/30/1899,Personal Auto,Four-Door Car,350.4,10/12/1996,TRUE
JP58047,Oregon,M,College,83327306%,0,79,12/30/1899,Personal Auto,Four-Door Car,379.2,11/10/1996,FALSE
ZE85014,Cali,M,College,23577470%,25064,62,12/30/1899,Personal Auto,Four-Door Car,297.6,8/20/1996,TRUE
KU88219,Arizona,M,Master,46371640%,25816,119,12/30/1899,Personal Auto,Sports Car,571.2,5/21/1997,FALSE
UU98729,Cali,M,Bachelor,53571927%,0,73,12/30/1899,Personal Auto,Four-Door Car,350.853987,10/12/1996,TRUE
WS82822,Oregon,F,College,53919710%,41662,69,12/30/1899,Corporate Auto,Four-Door Car,217.973168,6/1/1996,FALSE
YB49933,Arizona,M,Bachelor,36941405%,96170,92,12/30/1899,Personal Auto,Four-Door Car,441.6,1/11/1997,TRUE
XC16387,Arizona,F,High School or Below,50404124%,46072,64,12/30/1899,Personal Auto,Four-Door Car,25.934064,11/22/1995,FALSE
XJ96748,Arizona,F,High School or Below,274954219%,37931,99,12/30/1899,Personal Auto,Four-Door Car,475.2,2/14/1997,TRUE
TM98684,Oregon,M,High School or Below,48422850%,35127,62,12/30/1899,Personal Auto,Four-Door Car,297.6,8/20/1996,FALSE
AY18433,Washington,F,High School or Below,273828189%,45473,76,12/30/1899,Special Auto,Two-Door Car,188.938397,5/3/1996,TRUE
DM74502,Nevada,F,College,52271019%,93087,131,3/1/2000,Corporate Auto,Sports Car,628.8,7/17/1997,FALSE
FT56968,Arizona,M,High School or Below,25900960%,22398,67,2/1/2000,Personal Auto,Four-Door Car,321.6,9/13/1996,TRUE
OX36896,Cali,M,High School or Below,105360780%,92983,87,1/1/2000,Corporate Auto,Four-Door Car,153.205591,3/29/1996,FALSE
BZ65376,Arizona,M,Bachelor,85812787%,27689,239,2/1/2000,Personal Auto,Luxury SUV,2893.239678,9/29/2003,TRUE
LN34660,Cali,F,College,94631133%,69654,118,12/30/1899,Corporate Auto,SUV,629.532731,7/18/1997,FALSE
JC29295,Cali,F,Bachelor,134410064%,80744,111,12/30/1899,Personal Auto,SUV,361.284757,10/23/1996,TRUE
KJ87930,Cali,F,Bachelor,38865048%,0,112,12/30/1899,Corporate Auto,SUV,1185.988301,1/25/1999,FALSE
XT36360,Arizona,F,High School or Below,67848937%,0,64,1/1/2000,Personal Auto,Four-Door Car,460.8,1/30/1997,TRUE
IX35050,Arizona,M,Bachelor,235946802%,76358,66,12/30/1899,Special Auto,Four-Door Car,86.461582,1/22/1996,FALSE
UN97379,Oregon,M,Bachelor,25386263%,18608,71,12/30/1899,Corporate Auto,Four-Door Car,340.8,10/2/1996,TRUE
MR57294,Cali,M,High School or Below,56399420%,73168,70,12/30/1899,Personal Auto,Four-Door Car,425.800112,12/26/1996,FALSE
UG79499,Washington,M,Bachelor,116813743%,70930,99,12/30/1899,Personal Auto,Four-Door Car,190.43446,5/5/1996,TRUE
UA50747,Washington,F,High School or Below,259977500%,62262,72,12/30/1899,Corporate Auto,Four-Door Car,193.505325,5/8/1996,FALSE
GL20444,Nevada,F,Master,137783693%,91474,113,12/30/1899,Corporate Auto,Two-Door Car,24.087774,11/21/1995,TRUE
SP58110,Cali,F,Bachelor,49231817%,61469,63,5/1/2000,Personal Auto,Four-Door Car,302.4,8/25/1996,FALSE
XM91635,Arizona,F,High School or Below,22723354%,16618,62,12/30/1899,Special Auto,Four-Door Car,219.288706,6/3/1996,TRUE
TV82603,Cali,F,Bachelor,148953980%,48081,188,12/30/1899,Personal Auto,Luxury SUV,881.360959,3/27/1998,FALSE
BB82067,Oregon,M,Doctor,97560450%,67632,121,12/30/1899,Personal Auto,Sports Car,26.951627,11/23/1995,TRUE
JP94676,Oregon,F,Bachelor,94229741%,34115,119,12/30/1899,Personal Auto,SUV,466.122541,2/5/1997,FALSE
VU53417,Arizona,M,High School or Below,38373576%,23051,99,12/30/1899,Personal Auto,Two-Door Car,475.2,2/14/1997,TRUE
IW54795,Cali,M,College,109521319%,23748,99,12/30/1899,Personal Auto,Four-Door Car,607.095655,6/26/1997,FALSE
RN78170,Arizona,F,College,81591366%,40589,69,12/30/1899,Corporate Auto,Four-Door Car,331.2,9/23/1996,TRUE
IX55883,Cali,F,College,194804998%,50809,83,12/30/1899,Personal Auto,Four-Door Car,290.381707,8/13/1996,FALSE
XM72420,Arizona,F,High School or Below,39193667%,66676,97,12/30/1899,Personal Auto,Four-Door Car,558.099357,5/8/1997,TRUE
GC15104,Nevada,F,Bachelor,79851421%,52339,70,3/1/2000,Corporate Auto,Four-Door Car,336,9/28/1996,FALSE
RX13282,Oregon,M,Bachelor,121687449%,14973,115,12/30/1899,Personal Auto,SUV,828,2/2/1998,TRUE
QA85890,Arizona,F,High School or Below,58493215%,0,83,12/30/1899,Corporate Auto,Four-Door Car,540.514115,4/20/1997,FALSE
IR62668,Arizona,F,Bachelor,50858366%,31546,65,12/30/1899,Personal Auto,Four-Door Car,100.049832,2/5/1996,TRUE
AL96740,Cali,F,College,29039398%,67763,73,1/1/2000,Personal Auto,Four-Door Car,59.861963,12/26/1995,FALSE
SS48498,Washington,F,College,62731734%,20836,79,12/30/1899,Corporate Auto,Four-Door Car,193.57032,5/8/1996,TRUE
PE39479,Washington,M,College,183214190%,88592,76,12/30/1899,Corporate Auto,Four-Door Car,199.79727,5/14/1996,FALSE
JH62891,Oregon,F,College,51787042%,66943,65,1/1/2000,Special Auto,Four-Door Car,53.084753,12/20/1995,TRUE
FI20423,Arizona,F,High School or Below,140243584%,81872,115,12/30/1899,Special Auto,Four-Door Car,256.43803,7/10/1996,FALSE
PM13394,Washington,F,College,53094359%,22404,70,1/1/2000,Personal Auto,Four-Door Car,211.136067,5/26/1996,TRUE
YV67971,Cali,F,High School or Below,49498038%,21342,62,12/30/1899,Personal Auto,Four-Door Car,74.350893,1/10/1996,FALSE
QD31377,Cali,M,Bachelor,85956653%,34621,108,1/1/2000,Corporate Auto,SUV,621.464468,7/10/1997,TRUE
YG10247,Oregon,M,College,229518920%,62396,64,12/30/1899,Personal Auto,Four-Door Car,307.2,8/30/1996,FALSE
FE73696,Oregon,M,High School or Below,37921303%,97212,93,12/30/1899,Personal Auto,Two-Door Car,360.05589,10/22/1996,TRUE
SW19699,Arizona,F,Bachelor,27557480%,49648,70,12/30/1899,Personal Auto,Four-Door Car,65.954813,1/1/1996,FALSE
QJ40732,Arizona,M,College,48803396%,97984,61,1/1/2000,Personal Auto,Four-Door Car,407.450118,12/8/1996,TRUE
HM76207,Cali,F,College,90519053%,26308,114,12/30/1899,Corporate Auto,SUV,547.2,4/27/1997,FALSE
NT59303,Oregon,F,College,101154462%,63528,256,12/30/1899,Personal Auto,Luxury Car,1228.8,3/9/1999,TRUE
PU41393,Nevada,M,College,82690754%,20225,114,1/1/2000,Special Auto,SUV,547.2,4/27/1997,FALSE
QO86948,Nevada,M,High School or Below,80716530%,0,112,12/30/1899,Personal Auto,SUV,806.4,1/11/1998,TRUE
QN10888,Oregon,F,High School or Below,77269936%,87620,64,12/30/1899,Personal Auto,Four-Door Car,24.063693,11/21/1995,FALSE
VY19543,Cali,F,Bachelor,83111359%,0,72,12/30/1899,Corporate Auto,Four-Door Car,311.329282,9/3/1996,TRUE
XC15133,Nevada,F,Master,25740204%,34990,65,12/30/1899,Personal Auto,Four-Door Car,42.689135,12/9/1995,FALSE
ST43550,Oregon,M,Bachelor,57273271%,99934,71,12/30/1899,Special Auto,Four-Door Car,460.323855,1/30/1997,TRUE
FX36546,Washington,M,Master,36791421%,60804,92,12/30/1899,Personal Auto,Four-Door Car,213.225001,5/28/1996,FALSE
JX68983,Oregon,M,Bachelor,27445196%,94648,69,12/30/1899,Personal Auto,Four-Door Car,331.2,9/23/1996,TRUE
HX78576,Cali,F,High School or Below,56367403%,24516,71,12/30/1899,Personal Auto,Four-Door Car,300.607591,8/23/1996,FALSE
ZQ11381,Arizona,M,Bachelor,168703882%,61063,85,12/30/1899,Personal Auto,Four-Door Car,262.504882,7/16/1996,TRUE
ON39271,Cali,M,Master,27380020%,0,74,12/30/1899,Personal Auto,Two-Door Car,263.365432,7/17/1996,FALSE
SB18278,Oregon,M,Bachelor,46447005%,0,64,12/30/1899,Corporate Auto,Four-Door Car,307.2,8/30/1996,TRUE
ZT30559,Cali,F,High School or Below,47466865%,15169,63,12/30/1899,Personal Auto,Four-Door Car,302.4,8/25/1996,FALSE
XI41106,Arizona,M,College,168743282%,55390,71,12/30/1899,Corporate Auto,Two-Door Car,256.268091,7/10/1996,TRUE
ZS88847,Oregon,F,Bachelor,23876061%,27592,62,12/30/1899,Personal Auto,Four-Door Car,297.6,8/20/1996,FALSE
RU49126,Washington,F,College,44653357%,61846,112,12/30/1899,Personal Auto,SUV,215.8182,5/30/1996,TRUE
KR62797,Arizona,F,High School or Below,45916259%,83297,113,12/30/1899,Personal Auto,SUV,542.4,4/22/1997,FALSE
ZJ73220,Arizona,F,College,130925858%,0,188,12/30/1899,Special Auto,Luxury Car,1353.6,7/12/1999,TRUE
FY62633,Oregon,M,Bachelor,91122666%,0,90,12/30/1899,Personal Auto,Four-Door Car,432,1/2/1997,FALSE
CU36986,Cali,F,High School or Below,41651666%,55897,104,12/30/1899,Personal Auto,Four-Door Car,499.2,3/10/1997,TRUE
WZ53904,Arizona,M,Bachelor,26599806%,21297,71,12/30/1899,Personal Auto,Four-Door Car,45.507952,12/12/1995,FALSE
AA71604,Arizona,F,Master,119865921%,87560,98,1/1/2000,Personal Auto,Two-Door Car,470.4,2/9/1997,TRUE
TD10493,Oregon,F,High School or Below,28987327%,0,96,4/1/2000,Personal Auto,Four-Door Car,691.2,9/18/1997,FALSE
LY97989,Oregon,F,Bachelor,28942439%,0,85,12/30/1899,Personal Auto,Four-Door Car,408,12/9/1996,TRUE
VX39856,Arizona,F,Doctor,35004544%,89398,86,12/30/1899,Personal Auto,Four-Door Car,82.409922,1/18/1996,FALSE
TP51897,Cali,F,College,26218086%,36843,68,3/1/2000,Corporate Auto,Four-Door Car,357.642982,10/19/1996,TRUE
QQ89253,Oregon,F,College,102218050%,0,134,12/30/1899,Personal Auto,SUV,643.2,8/1/1997,FALSE
EI91403,Cali,M,High School or Below,25782710%,34946,65,12/30/1899,Personal Auto,Two-Door Car,420.35698,12/21/1996,TRUE
QG15435,Arizona,F,College,62425957%,75680,78,12/30/1899,Personal Auto,Four-Door Car,136.787725,3/12/1996,FALSE
FZ55002,Nevada,F,Doctor,52202810%,0,69,12/30/1899,Personal Auto,Four-Door Car,331.2,9/23/1996,TRUE
HX77930,Washington,F,College,31364321%,49532,79,1/1/2000,Personal Auto,Four-Door Car,220.186677,6/4/1996,FALSE
UN37063,Arizona,M,Bachelor,45253658%,10269,65,12/30/1899,Personal Auto,Two-Door Car,170.798204,4/15/1996,TRUE
VB87946,Cali,M,College,49703573%,49714,63,3/1/2000,Personal Auto,Four-Door Car,266.165535,7/20/1996,FALSE
AB60627,Cali,M,High School or Below,154677890%,77517,129,12/30/1899,Corporate Auto,SUV,98.921782,2/3/1996,TRUE
TA34903,Oregon,M,High School or Below,58388992%,81082,73,12/30/1899,Personal Auto,Four-Door Car,281.295903,8/4/1996,FALSE
AQ51368,Oregon,F,Bachelor,106568820%,72540,88,12/30/1899,Corporate Auto,Two-Door Car,631.743039,7/20/1997,TRUE
NZ26102,Oregon,F,High School or Below,22896187%,0,65,12/30/1899,Personal Auto,Four-Door Car,468,2/7/1997,FALSE
GB45753,Cali,M,High School or Below,54398042%,61546,68,12/30/1899,Corporate Auto,Two-Door Car,29.209521,11/26/1995,TRUE
BV79904,Cali,F,Master,79561501%,44818,67,1/1/2000,Personal Auto,Two-Door Car,136.883999,3/12/1996,FALSE
OB49075,Arizona,M,Bachelor,44581134%,17622,65,1/1/2000,Personal Auto,Four-Door Car,312,9/4/1996,TRUE
DS97676,Oregon,F,College,25550515%,0,72,12/30/1899,Personal Auto,Four-Door Car,518.4,3/29/1997,FALSE
JO63462,Cali,M,Bachelor,33079990%,79797,84,12/30/1899,Corporate Auto,Two-Door Car,31.755601,11/28/1995,TRUE
NJ10602,Washington,F,College,84590532%,92717,70,12/30/1899,Personal Auto,Two-Door Car,224.27582,6/8/1996,FALSE
RS24501,Oregon,F,College,133501209%,28919,173,12/30/1899,Personal Auto,SUV,830.4,2/4/1998,TRUE
VT78274,Arizona,M,College,49312213%,0,68,12/30/1899,Personal Auto,Four-Door Car,480.159011,2/19/1997,FALSE
SU56153,Nevada,M,Bachelor,77768352%,63568,65,12/30/1899,Corporate Auto,Two-Door Car,390.792553,11/21/1996,TRUE
MN20737,Nevada,F,College,25536722%,73935,64,1/1/2000,Corporate Auto,Four-Door Car,72.071195,1/8/1996,FALSE
KL43114,Arizona,F,High School or Below,48764697%,0,66,12/30/1899,Corporate Auto,Two-Door Car,316.8,9/8/1996,TRUE
YQ15567,Oregon,F,Bachelor,90343058%,18846,115,12/30/1899,Personal Auto,SUV,552,5/2/1997,FALSE
TR88637,Arizona,F,High School or Below,81059108%,38893,103,12/30/1899,Personal Auto,SUV,41.965252,12/8/1995,TRUE
TC88986,Oregon,M,High School or Below,56196891%,0,153,12/30/1899,Special Auto,SUV,1027.000029,8/20/1998,FALSE
XX88577,Cali,M,Bachelor,157271306%,84824,196,12/30/1899,Corporate Auto,SUV,319.820747,9/11/1996,TRUE
NE49052,Cali,F,High School or Below,66180164%,20068,86,12/30/1899,Corporate Auto,Four-Door Car,411.011162,12/12/1996,FALSE
KX17826,Oregon,M,Doctor,46700480%,0,125,12/30/1899,Corporate Auto,SUV,600,6/19/1997,TRUE
CC91503,Arizona,F,High School or Below,101693698%,0,135,12/30/1899,Personal Auto,Sports Car,648,8/6/1997,FALSE
WH32183,Cali,M,Bachelor,83230740%,97245,70,12/30/1899,Personal Auto,Four-Door Car,4.110585,11/1/1995,TRUE
ES90681,Cali,F,College,24177600%,51808,61,1/1/2000,Personal Auto,Four-Door Car,351.149904,10/13/1996,FALSE
DW96592,Cali,M,Bachelor,80448724%,71391,67,12/30/1899,Personal Auto,Four-Door Car,284.000172,8/7/1996,TRUE
MT23134,Oregon,M,High School or Below,53257245%,0,73,12/30/1899,Personal Auto,Two-Door Car,496.474767,3/7/1997,FALSE
BM69081,Arizona,M,Bachelor,69475240%,0,100,12/30/1899,Personal Auto,SUV,925.137143,5/10/1998,TRUE
MB90871,Oregon,F,College,58474152%,23496,77,12/30/1899,Special Auto,Four-Door Car,13.164097,11/10/1995,FALSE
GT62080,Washington,M,High School or Below,,55561,63,12/30/1899,Personal Auto,Four-Door Car,227.872071,6/11/1996,TRUE
QL77686,Nevada,F,College,47247861%,23986,119,12/30/1899,Corporate Auto,SUV,463.335061,2/2/1997,FALSE
ON77827,Arizona,F,Master,27902280%,22974,71,12/30/1899,Personal Auto,Four-Door Car,180.667969,4/25/1996,TRUE
KP18988,Oregon,F,High School or Below,215313328%,0,101,12/30/1899,Personal Auto,Four-Door Car,484.8,2/23/1997,FALSE
TI92884,Arizona,M,Bachelor,126228327%,61844,106,12/30/1899,Personal Auto,Sports Car,508.8,3/19/1997,TRUE
JH73503,Arizona,M,Doctor,201719615%,24804,73,12/30/1899,Personal Auto,Two-Door Car,350.4,10/12/1996,FALSE
YE97964,Cali,F,Bachelor,164643659%,27760,104,12/30/1899,Personal Auto,SUV,302.764283,8/25/1996,TRUE
VA30351,Oregon,F,High School or Below,55953899%,74454,71,12/30/1899,Personal Auto,Four-Door Car,340.8,10/2/1996,FALSE
PV55726,Oregon,F,Master,41706873%,29462,107,1/1/2000,Personal Auto,SUV,513.6,3/24/1997,TRUE
UC88305,Arizona,F,College,26654471%,52266,68,12/30/1899,Corporate Auto,Two-Door Car,141.922839,3/17/1996,FALSE
TS53809,Oregon,M,Bachelor,70989141%,0,70,12/30/1899,Personal Auto,Two-Door Car,349.783046,10/11/1996,TRUE
ZV32120,Cali,M,Doctor,39713451%,23599,103,12/30/1899,Corporate Auto,SUV,494.4,3/5/1997,FALSE
FB80807,Oregon,M,Bachelor,55282128%,36088,72,12/30/1899,Personal Auto,Four-Door Car,345.6,10/7/1996,TRUE
AS55677,Cali,F,High School or Below,83389958%,70534,104,12/30/1899,Personal Auto,Four-Door Car,54.065538,12/21/1995,FALSE
WA15684,Oregon,M,College,384458559%,27398,125,1/1/2000,Personal Auto,SUV,600,6/19/1997,TRUE
SA50567,Nevada,M,Bachelor,54485552%,85296,68,12/30/1899,Personal Auto,Four-Door Car,342.515136,10/4/1996,FALSE
KJ31611,Arizona,M,High School or Below,108080660%,31063,92,12/30/1899,Personal Auto,Four-Door Car,441.6,1/11/1997,TRUE
VL37375,Cali,M,Bachelor,61850965%,0,92,12/30/1899,Personal Auto,Two-Door Car,1027.177255,8/20/1998,FALSE
KN21017,Nevada,M,High School or Below,32082259%,52367,81,12/30/1899,Personal Auto,Four-Door Car,275.989978,7/29/1996,TRUE
PX44289,Arizona,M,College,54801041%,58651,71,12/30/1899,Personal Auto,Four-Door Car,472.599683,2/11/1997,FALSE
AM97901,Nevada,F,College,229861539%,84831,192,12/30/1899,Special Auto,Sports Car,1336.931716,6/25/1999,TRUE
RE42925,Oregon,M,Bachelor,131079259%,49088,114,1/1/2000,Corporate Auto,SUV,547.2,4/27/1997,FALSE
TR81766,Cali,F,College,74629263%,70263,93,12/30/1899,Corporate Auto,Two-Door Car,7.345946,11/4/1995,TRUE
CH85057,Oregon,F,Doctor,114639910%,45354,285,12/30/1899,Personal Auto,Luxury SUV,540.141566,4/20/1997,FALSE
UP71482,Arizona,M,High School or Below,72361325%,0,63,12/30/1899,Personal Auto,Four-Door Car,383.363758,11/14/1996,TRUE
EG40670,Cali,F,Bachelor,62326879%,28334,83,12/30/1899,Special Auto,Four-Door Car,537.765151,4/17/1997,FALSE
HV83672,Oregon,F,Bachelor,283933299%,38772,90,12/30/1899,Personal Auto,Four-Door Car,321.873474,9/13/1996,TRUE
MG10140,Oregon,F,College,37467516%,41479,94,1/1/2000,Personal Auto,Two-Door Car,19.575683,11/16/1995,FALSE
TC44716,Cali,M,Bachelor,215693373%,23909,119,12/30/1899,Personal Auto,SUV,571.2,5/21/1997,TRUE
QO65264,Cali,M,College,50120837%,48328,63,12/30/1899,Personal Auto,Two-Door Car,108.138715,2/13/1996,FALSE
EB66698,Cali,M,High School or Below,33718584%,86689,85,12/30/1899,Corporate Auto,Two-Door Car,408,12/9/1996,TRUE
OT52034,Cali,M,Bachelor,38647768%,24204,99,1/1/2000,Personal Auto,Four-Door Car,707.303416,10/4/1997,FALSE
CH85444,Oregon,M,College,41457119%,25943,110,12/30/1899,Corporate Auto,Two-Door Car,1067.333126,9/29/1998,TRUE
PU85769,Cali,M,High School or Below,51560727%,0,73,12/30/1899,Personal Auto,Four-Door Car,807.947292,1/12/1998,FALSE
UI73201,Cali,M,College,36673750%,62375,92,12/30/1899,Personal Auto,Two-Door Car,618.630955,7/7/1997,TRUE
SL50592,Cali,F,High School or Below,78356835%,0,71,12/30/1899,Corporate Auto,Four-Door Car,404.272806,12/5/1996,FALSE
XP11075,Arizona,M,Bachelor,145672684%,0,148,12/30/1899,Personal Auto,SUV,710.4,10/7/1997,TRUE
SI31236,Oregon,M,Bachelor,101713390%,70200,65,12/30/1899,Corporate Auto,Four-Door Car,312,9/4/1996,FALSE
JN26745,Nevada,F,Bachelor,41357752%,0,112,12/30/1899,Special Auto,Four-Door Car,707.977614,10/4/1997,TRUE
VK48036,Oregon,F,College,55114911%,79027,70,12/30/1899,Corporate Auto,Four-Door Car,336,9/28/1996,FALSE
JX76668,Washington,F,High School or Below,113142439%,62935,141,12/30/1899,Personal Auto,Sports Car,232.242326,6/16/1996,TRUE
DS45802,Cali,F,High School or Below,54146173%,26893,68,12/30/1899,Personal Auto,Four-Door Car,68.226001,1/4/1996,FALSE
OA96690,Oregon,F,High School or Below,74215935%,47406,94,1/1/2000,Personal Auto,Four-Door Car,287.149807,8/10/1996,TRUE
EM27919,Cali,M,Bachelor,44581134%,17622,65,1/1/2000,Personal Auto,Four-Door Car,312,9/4/1996,FALSE
QO41043,Oregon,F,College,144761249%,27572,124,12/30/1899,Corporate Auto,SUV,595.2,6/14/1997,TRUE
OV50124,Oregon,F,College,49368884%,0,72,2/1/2000,Personal Auto,Two-Door Car,391.636628,11/22/1996,FALSE
PR31642,Oregon,F,Bachelor,45252765%,32802,114,12/30/1899,Personal Auto,SUV,547.2,4/27/1997,TRUE
BU41599,Washington,F,Master,55817613%,62739,70,12/30/1899,Personal Auto,Two-Door Car,239.328571,6/23/1996,FALSE
TK30357,Cali,F,Bachelor,141343474%,90844,118,12/30/1899,Personal Auto,SUV,232.674417,6/16/1996,TRUE
NF31087,Nevada,F,High School or Below,247231831%,44685,69,12/30/1899,Personal Auto,Four-Door Car,331.2,9/23/1996,FALSE
NH16984,Cali,F,Bachelor,28380678%,0,80,12/30/1899,Personal Auto,Four-Door Car,336.50961,9/28/1996,TRUE
OS75493,Cali,F,High School or Below,38484836%,42589,98,12/30/1899,Corporate Auto,Four-Door Car,470.4,2/9/1997,FALSE
VT63298,Oregon,M,Bachelor,195044739%,0,72,12/30/1899,Personal Auto,Four-Door Car,345.6,10/7/1996,TRUE
QS75550,Washington,F,Bachelors,24800459%,93383,62,12/30/1899,Corporate Auto,Two-Door Car,244.212286,6/28/1996,FALSE
SZ16483,Arizona,F,High School or Below,43613729%,79583,109,2/1/2000,Personal Auto,Four-Door Car,523.2,4/3/1997,TRUE
VM92311,Arizona,F,High School or Below,25290775%,89129,64,12/30/1899,Personal Auto,Four-Door Car,328.870868,9/20/1996,FALSE
NJ46849,Arizona,M,College,25044448%,0,69,12/30/1899,Personal Auto,Four-Door Car,496.8,3/7/1997,TRUE
WZ31900,Oregon,F,Bachelor,86497006%,94389,107,12/30/1899,Corporate Auto,SUV,85.063708,1/21/1996,FALSE
RG30482,Oregon,F,College,136683553%,0,197,12/30/1899,Personal Auto,SUV,1418.4,9/15/1999,TRUE
ZM86949,Oregon,F,High School or Below,206350846%,84106,64,12/30/1899,Personal Auto,Two-Door Car,334.408717,9/26/1996,FALSE
QQ39596,Arizona,F,College,25175336%,0,69,12/30/1899,Personal Auto,Four-Door Car,42.096415,12/9/1995,TRUE
FH51383,Cali,F,High School or Below,53266777%,76717,66,12/30/1899,Personal Auto,Two-Door Car,300.528579,8/23/1996,FALSE
BJ53923,Arizona,M,High School or Below,26002721%,51978,66,12/30/1899,Corporate Auto,Four-Door Car,144.782152,3/20/1996,TRUE
CZ96653,Oregon,F,Bachelor,85347928%,47325,107,12/30/1899,Personal Auto,SUV,64.598216,12/31/1995,FALSE
FB23788,Oregon,M,High School or Below,88288350%,86721,111,12/30/1899,Corporate Auto,SUV,532.8,4/12/1997,TRUE
NT43594,Nevada,F,Bachelor,22484496%,24910,63,1/1/2000,Personal Auto,Four-Door Car,347.857619,10/9/1996,FALSE
RJ85627,Washington,F,Bachelor,123027624%,43817,62,1/1/2000,Personal Auto,Four-Door Car,245.447622,6/29/1996,TRUE
KJ86296,Oregon,M,High School or Below,45565930%,0,73,2/1/2000,Personal Auto,Four-Door Car,525.6,4/5/1997,FALSE
PI47776,Oregon,F,Bachelor,25307051%,89451,63,12/30/1899,Corporate Auto,Four-Door Car,61.769564,12/28/1995,TRUE
MD73554,Cali,M,College,52519840%,59537,66,12/30/1899,Personal Auto,Two-Door Car,316.8,9/8/1996,FALSE
UX92071,Oregon,M,High School or Below,67431193%,0,199,12/30/1899,Personal Auto,Luxury SUV,955.2,6/9/1998,TRUE
YG44474,Oregon,M,College,140147213%,54193,117,12/30/1899,Corporate Auto,SUV,720.752945,10/17/1997,FALSE
UH45301,Oregon,M,College,94389156%,86946,118,12/30/1899,Personal Auto,Four-Door Car,340.656963,10/2/1996,TRUE
RY92647,Cali,F,Bachelor,105067717%,0,92,12/30/1899,Personal Auto,Four-Door Car,546.524896,4/26/1997,FALSE
IK12620,Arizona,F,High School or Below,42139186%,12160,109,12/30/1899,Personal Auto,Four-Door Car,489.411833,2/28/1997,TRUE
GQ66762,Cali,M,College,47736864%,33701,63,12/30/1899,Personal Auto,Four-Door Car,171.325856,4/16/1996,FALSE
YT69858,Washington,F,Bachelor,54414201%,85702,67,12/30/1899,Personal Auto,Two-Door Car,249.085887,7/3/1996,TRUE
XD85577,Cali,M,Bachelor,28422669%,69417,73,1/1/2000,Personal Auto,Four-Door Car,30.874869,11/27/1995,FALSE
TM65736,Oregon,M,Master,30595503%,38644,78,1/1/2000,Personal Auto,Four-Door Car,361.455219,10/23/1996,TRUE
VJ51327,Cali,F,High School or Below,203149976%,63209,102,2/1/2000,Personal Auto,SUV,207.320041,5/22/1996,FALSE
GS98873,Arizona,F,Bachelor,32391247%,16061,88,12/30/1899,Personal Auto,Four-Door Car,633.6,7/22/1997,TRUE
CW49887,California,F,Master,46268011%,79487,114,12/30/1899,Special Auto,SUV,547.2,4/27/1997,FALSE
MY31220,California,F,College,89970402%,54230,112,12/30/1899,Personal Auto,Two-Door Car,537.6,4/17/1997,TRUE
